t,X
0.0,2.1489472827045057
0.02512562814070352,2.0604090200520564
0.05025125628140704,2.0829338088711085
0.07537688442211055,2.102614469064175
0.10050251256281408,2.0592461875026356
0.12562814070351758,2.0796570216087846
0.1507537688442211,2.0958848357888242
0.17587939698492464,2.0945164117229207
0.20100502512562815,2.068429859625328
0.22613065326633167,2.129651705969198
0.25125628140703515,2.124312732494196
0.27638190954773867,2.0907758533438754
0.3015075376884422,2.1003531016652093
0.32663316582914576,2.0834315183035685
0.35175879396984927,2.061988180416318
0.3768844221105528,2.087184002801843
0.4020100502512563,2.0475079851310376
0.4271356783919598,2.0744861761424356
0.45226130653266333,2.08985515057039
0.47738693467336685,2.0807078162510337
0.5025125628140703,2.1023727781907886
0.5276381909547738,2.048449832198193
0.5527638190954773,2.0689340185456206
0.5778894472361809,2.069422483063544
0.6030150753768844,2.075077984480528
0.628140703517588,2.06558313213096
0.6532663316582915,2.085922483834885
0.678391959798995,2.0506536653065317
0.7035175879396985,2.049384954141174
0.7286432160804021,2.078561606407677
0.7537688442211056,2.0751586421909014
0.7788944723618091,2.07799349864104
0.8040201005025126,2.044514168261397
0.8291457286432161,2.0728156034161658
0.8542713567839196,2.0429903995163397
0.8793969849246231,2.0610981957883032
0.9045226130653267,2.0504971152713485
0.9296482412060302,2.038867644559149
0.9547738693467337,2.020733729143553
0.9798994974874372,2.0528456461108666
1.0050251256281406,2.047470928385545
1.0301507537688441,2.0371535124118516
1.0552763819095476,2.048248187911185
1.0804020100502512,2.0389936664090986
1.1055276381909547,2.046959681847701
1.1306532663316582,2.012731511401006
1.1557788944723617,2.0077818312568407
1.1809045226130652,2.0360553984042986
1.2060301507537687,2.055251933308606
1.2311557788944723,2.0220066693066348
1.256281407035176,2.038116087407433
1.2814070351758795,2.041852361105702
1.306532663316583,2.049988834038435
1.3316582914572865,2.0554103139183977
1.35678391959799,2.032978261928663
1.3819095477386936,2.0284751756888695
1.407035175879397,1.9987153664572468
1.4321608040201006,2.0330740158623457
1.4572864321608041,2.0435721561987976
1.4824120603015076,2.0339543340665087
1.5075376884422111,2.058485216717253
1.5326633165829147,2.0507305729270593
1.5577889447236182,1.9591486674772598
1.5829145728643217,2.024496410313942
1.6080402010050252,2.042075277730295
1.6331658291457287,2.0117053419165405
1.6582914572864322,2.028519081066834
1.6834170854271358,2.039932362063693
1.7085427135678393,2.0178978141520285
1.7336683417085428,2.042638286133573
1.7587939698492463,1.9989322062367494
1.7839195979899498,2.040319316870056
1.8090452261306533,2.0046593632241136
1.8341708542713568,2.0290611451032845
1.8592964824120604,2.015086141806125
1.8844221105527639,2.02351464000373
1.9095477386934674,2.0403584937552806
1.934673366834171,2.033348911369152
1.9597989949748744,2.0018223870317935
1.984924623115578,2.032246886794736
2.0100502512562812,2.011406495906546
2.0351758793969847,1.9796648610395875
2.0603015075376883,2.0181147470113125
2.0854271356783918,2.017597901252585
2.1105527638190953,1.9916466234485102
2.135678391959799,2.0313435433815057
2.1608040201005023,1.9878828374901256
2.185929648241206,2.0304352638069627
2.2110552763819094,1.9927852597175837
2.236180904522613,1.9776759521174876
2.2613065326633164,2.0230500594892953
2.28643216080402,1.991155737160986
2.3115577889447234,2.008876882174847
2.336683417085427,2.0246635436517413
2.3618090452261304,2.011834216605854
2.386934673366834,2.0173788459148088
2.4120603015075375,2.0365694862841477
2.437185929648241,2.0034093165718745
2.4623115577889445,1.9888745412329856
2.487437185929648,2.038989303152599
2.512562814070352,2.022176149416638
2.5376884422110555,1.9939467375917463
2.562814070351759,2.014663222162722
2.5879396984924625,1.9816118679804642
2.613065326633166,2.0468514087002836
2.6381909547738696,2.009029864134137
2.663316582914573,2.0243079467193437
2.6884422110552766,2.017218486687074
2.71356783919598,1.9952856179629381
2.7386934673366836,2.006159189878664
2.763819095477387,1.9985260411129901
2.7889447236180906,2.0052169563819464
2.814070351758794,1.9902977838895908
2.8391959798994977,2.018885932524614
2.864321608040201,1.9721989995878415
2.8894472361809047,2.0027458054276526
2.9145728643216082,2.012366035808693
2.9396984924623117,2.016048001548565
2.9648241206030153,2.0181346113098306
2.9899497487437188,1.9905829813169948
3.0150753768844223,2.002302383068068
3.040201005025126,2.0209784692245423
3.0653266331658293,2.0230678585946684
3.090452261306533,2.010341723978144
3.1155778894472363,1.9974685795437475
3.14070351758794,2.0142090392790823
3.1658291457286434,2.009262942920048
3.190954773869347,1.9773838038269593
3.2160804020100504,2.049875072361988
3.241206030150754,2.035926403983297
3.2663316582914574,1.989615549543722
3.291457286432161,2.0187330319424626
3.3165829145728645,2.0229352219573666
3.341708542713568,2.010209264093162
3.3668341708542715,2.0140309680900432
3.391959798994975,1.9965706707153197
3.4170854271356785,2.0010732573881413
3.442211055276382,1.9954208398557236
3.4673366834170856,1.9593418885707188
3.492462311557789,2.0137140899031483
3.5175879396984926,1.99719433884366
3.542713567839196,2.024327667843002
3.5678391959798996,1.9693664744073287
3.592964824120603,2.015297672440231
3.6180904522613067,2.011552620973424
3.64321608040201,2.006250328379023
3.6683417085427137,2.046347708082325
3.693467336683417,2.013305326887817
3.7185929648241207,1.9908558346230603
3.7437185929648242,1.9922086866129605
3.7688442211055277,1.9954210748720593
3.7939698492462313,2.0331497149639146
3.819095477386935,2.029579105531051
3.8442211055276383,2.003545022628637
3.869346733668342,1.9848318522995365
3.8944723618090453,1.991486888602052
3.919597989949749,2.0135484931922396
3.9447236180904524,2.0137027351628296
3.969849246231156,1.9910471963284895
3.9949748743718594,2.010581789492331
4.0201005025125625,2.0240817504946707
4.045226130653266,2.015863338701169
4.0703517587939695,2.0044947291360087
4.0954773869346734,2.0239542198244003
4.1206030150753765,2.01216024620294
4.1457286432160805,2.0205255458579554
4.1708542713567835,2.004553817200411
4.1959798994974875,1.9712542868700613
4.221105527638191,1.9710246080112241
4.2462311557788945,1.966695839996714
