t,X
0.0,0.10014167146956958
0.02512562814070352,0.10723154587824951
0.05025125628140704,0.11792473138373355
0.07537688442211055,0.12747455389800516
0.10050251256281408,0.1358305172590476
0.12562814070351758,0.14889124149942864
0.1507537688442211,0.16107094400584718
0.17587939698492464,0.1728495611757143
0.20100502512562815,0.18849800169793418
0.22613065326633167,0.1989884528165293
0.25125628140703515,0.2198050327156986
0.27638190954773867,0.22915367000143674
0.3015075376884422,0.24628069247852005
0.32663316582914576,0.27280492405314877
0.35175879396984927,0.28890459638700067
0.3768844221105528,0.30574156332244984
0.4020100502512563,0.3256633777145149
0.4271356783919598,0.3493588527268639
0.45226130653266333,0.3783658695426408
0.47738693467336685,0.4059908569957574
0.5025125628140703,0.4337600296796716
0.5276381909547738,0.45551783846746624
0.5527638190954773,0.47169149774906777
0.5778894472361809,0.514728651606727
0.6030150753768844,0.5392619691285924
0.628140703517588,0.5759727820486968
0.6532663316582915,0.595652813804595
0.678391959798995,0.6364982816427547
0.7035175879396985,0.6708156709011633
0.7286432160804021,0.7033907289110057
0.7537688442211056,0.7274880062780307
0.7788944723618091,0.7848843558097807
0.8040201005025126,0.8102946383220545
0.8291457286432161,0.8684760524049332
0.8542713567839196,0.9044793496767292
0.8793969849246231,0.9407319691253834
0.9045226130653267,0.9689123086116134
0.9296482412060302,1.0124073214148477
0.9547738693467337,1.061559161152816
0.9798994974874372,1.0570625689795432
1.0050251256281406,1.1334457871431176
1.0301507537688441,1.1625174565575898
1.0552763819095476,1.2020921552604549
1.0804020100502512,1.2305158798708697
1.1055276381909547,1.260558434683194
1.1306532663316582,1.3118358881373056
1.1557788944723617,1.3435037617891423
1.1809045226130652,1.3634865437776233
1.2060301507537687,1.4147862966324636
1.2311557788944723,1.4488967789447447
1.256281407035176,1.4898374457908319
1.2814070351758795,1.5360535400702031
1.306532663316583,1.5659127252375198
1.3316582914572865,1.5599353013960195
1.35678391959799,1.608859427523548
1.3819095477386936,1.6199755885123914
1.407035175879397,1.657314507609563
1.4321608040201006,1.676499986395684
1.4572864321608041,1.7346826019616532
1.4824120603015076,1.7192731420836387
1.5075376884422111,1.779456364127535
1.5326633165829147,1.8029855175575589
1.5577889447236182,1.7896236612998597
1.5829145728643217,1.8424284045393977
1.6080402010050252,1.8535585101566643
1.6331658291457287,1.8737977451400978
1.6582914572864322,1.8999440142359225
1.6834170854271358,1.9043569836710712
1.7085427135678393,1.9195865340171774
1.7336683417085428,1.9330093799463086
1.7587939698492463,1.9240485316241251
1.7839195979899498,1.9345898578027731
1.8090452261306533,1.989848899104333
1.8341708542713568,2.017111414534125
1.8592964824120604,2.014577063735972
1.8844221105527639,2.0163185592974733
1.9095477386934674,2.0363714208136745
1.934673366834171,2.0141529762468933
1.9597989949748744,2.028428972372604
1.984924623115578,2.0574363539420943
2.0100502512562812,2.0648925939223997
2.0351758793969847,2.0432038902350036
2.0603015075376883,2.0326365368166672
2.0854271356783918,2.0476192323090414
2.1105527638190953,2.059578942740168
2.135678391959799,2.0856285753578634
2.1608040201005023,2.087071144315479
2.185929648241206,2.0835429230139226
2.2110552763819094,2.081922366503865
2.236180904522613,2.1131784778804725
2.2613065326633164,2.1099290217141893
2.28643216080402,2.1085325601299534
2.3115577889447234,2.1031240892793988
2.336683417085427,2.123618872650051
2.3618090452261304,2.1387048210961908
2.386934673366834,2.1259200593879988
2.4120603015075375,2.152822188751853
2.437185929648241,2.1076430949903338
2.4623115577889445,2.0999261673582326
2.487437185929648,2.0781274748244654
2.512562814070352,2.154221619871747
2.5376884422110555,2.159745508314022
2.562814070351759,2.117872641586198
2.5879396984924625,2.15979345295568
2.613065326633166,2.154466946508169
2.6381909547738696,2.1149541554836784
2.663316582914573,2.1222231363709145
2.6884422110552766,2.138151297405342
2.71356783919598,2.1575354982704598
