t,Y
0.0,5.498208244756478
0.02512562814070352,5.30824597667281
0.05025125628140704,5.30783145527047
0.07537688442211055,5.035782413838051
0.10050251256281408,4.9352429028733305
0.12562814070351758,4.9070727563160705
0.1507537688442211,4.7073857903295035
0.17587939698492464,4.585587591105716
0.20100502512562815,4.501236482546303
0.22613065326633167,4.457468997889357
0.25125628140703515,4.337569473740229
0.27638190954773867,4.221512610289148
0.3015075376884422,4.137746917006532
0.32663316582914576,3.978905848214771
0.35175879396984927,3.881073820037248
0.3768844221105528,3.85801218595323
0.4020100502512563,3.747411624244083
0.4271356783919598,3.6881539419954126
0.45226130653266333,3.5694513659154667
0.47738693467336685,3.4649217622216373
0.5025125628140703,3.395733335494908
0.5276381909547738,3.3432405095503035
0.5527638190954773,3.2863002559721335
0.5778894472361809,3.1898392880391313
0.6030150753768844,3.1326873414579235
0.628140703517588,3.0161958262687656
0.6532663316582915,2.939724289262071
0.678391959798995,2.874370292292918
0.7035175879396985,2.8591818226805414
0.7286432160804021,2.7683148848507764
0.7537688442211056,2.70745152174808
0.7788944723618091,2.6823602001049167
0.8040201005025126,2.6258588409669494
0.8291457286432161,2.5756259538560555
0.8542713567839196,2.504880601358577
0.8793969849246231,2.4587437656179354
0.9045226130653267,2.3940177076756686
0.9296482412060302,2.362042217499457
0.9547738693467337,2.2643419750524516
0.9798994974874372,2.3044769096021542
1.0050251256281406,2.1980104952196777
1.0301507537688441,2.1924180790790775
1.0552763819095476,2.153008072828985
1.0804020100502512,2.127904280819647
1.1055276381909547,2.0548817715524743
1.1306532663316582,2.0380052783161116
1.1557788944723617,2.017088880556955
1.1809045226130652,1.9287198810874064
1.2060301507537687,1.9137180270333785
1.2311557788944723,1.8652240474216695
1.256281407035176,1.8679004865620994
1.2814070351758795,1.8286378406727022
1.306532663316583,1.8100997273969508
1.3316582914572865,1.751044579975729
1.35678391959799,1.6987939173737128
1.3819095477386936,1.685971367274257
1.407035175879397,1.6813777966789252
1.4321608040201006,1.6804934568011098
1.4572864321608041,1.6052916768565837
1.4824120603015076,1.5728541093010313
1.5075376884422111,1.560628132683292
1.5326633165829147,1.562463804240403
1.5577889447236182,1.5067322630278515
1.5829145728643217,1.5096865553070555
1.6080402010050252,1.467272303236086
1.6331658291457287,1.415669747205121
1.6582914572864322,1.3772493621565227
1.6834170854271358,1.3907864349355334
1.7085427135678393,1.3667691274478821
1.7336683417085428,1.3437607780249226
1.7587939698492463,1.343172969781634
1.7839195979899498,1.3270976982235296
1.8090452261306533,1.3141648841980618
1.8341708542713568,1.265724349550939
1.8592964824120604,1.2719853682572801
1.8844221105527639,1.233836078143674
1.9095477386934674,1.2001570328384563
1.934673366834171,1.1899260497012614
1.9597989949748744,1.1767293303706718
1.984924623115578,1.1634863539179092
2.0100502512562812,1.1516139796917177
2.0351758793969847,1.1332051516226511
2.0603015075376883,1.10972678069073
2.0854271356783918,1.098753778057432
2.1105527638190953,1.0725561853578776
2.135678391959799,1.0604801419920142
2.1608040201005023,1.045190511142884
2.185929648241206,1.038590820150515
2.2110552763819094,1.0228058276756147
2.236180904522613,0.9921965296706379
2.2613065326633164,1.0081379408732865
2.28643216080402,0.9911707382879734
2.3115577889447234,0.9645739258810048
2.336683417085427,0.9459611193680156
